PRODUCT,SIZE,DELAY,PROFILE,PAYMENT,PROXIES
00013801899854,random,1,hsbc_de,paypal,resigame
00013801899854,random,1,hsbc_de,card,resigame
00013801899854,random,1,hsbc_de,bt,resigame
